ID,Value,SEX,AGE0,AGE1,LANG,ANCSTRY10,ANCSTRY11,ANCSTRY20,ANCSTRY21,HISPANIC0,INDUSTRY0,LANG20,OCCUP0,POB0,POB1,RACE0,ANCSTRY12,ANCSTRY13,ANCSTRY22,ANCSTRY23,HISPANIC1,HISPANIC2,INDUSTRY1,INDUSTRY2,INDUSTRY3,INDUSTRY4,LANG21,RACE1,RACE2,RACE3,RACE4,OCCUP1,OCCUP2,OCCUP3,OCCUP4,OCCUP5,POB2,POB3
1291,1,Male,40+,45,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,California,White,GERMAN,,,,,,"Agricultural production, crops",,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers, marketing, advertising, and public relations",,,,,
1292,1,Male,50+,57,Speaks only English,RESIDUAL AND NO RESPONSE,UNCODABLE ENTRIES,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Illinois,White,,,,,,,Transportation,Trucking service,,,,,,,,Transportation and Material Moving Occupations,Motor Vehicle Operators,Truck drivers,,,,
1293,1,Female,0+,2,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),DUTCH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1294,1,Female,30+,35,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,ITALIAN,,,,,,Transportation,U.S. Postal Service,,,,,,,,"Administrative Support Occupations, Including Clerical",Mail and Message Distributing Occupations,"Mail carriers, postal service",,,,
1295,1,Male,50+,51,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),DANISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,California,White,,,,,,,Durable Goods,"Stone, clay, glass, and concrete products",Glass and glass products,,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision","Machine Operators, Assorted Materials","Furnace, kiln, and oven operators, except food",,,
1296,1,Male,20+,21,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",SPANISH,Other Agricultural and Related Occupations,America,Central America,White,MEXICAN,,,,,,"Agricultural production, livestock",,,,,,,,,"Farm Occupations, Except Managerial",Farm workers,,,,Mexico,
1297,1,Female,40+,47,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Missouri,White,GERMAN,,,,,,Department stores,,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers, food serving and lodging establishments",,,,,
1298,1,Male,0+,2,NA (less than 5 years old),HISPANIC CATEGORIES (INCLUDING SPAIN),LATIN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,LATIN AMERICAN,,,,,,,,,,,,,,,,,,,,,
1299,1,Female,80+,89,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1300,1,Female,30+,39,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),NORWEGIAN,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,California,White,,,SWEDISH,,,,Motor vehicle dealers,,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers and administrators, n.e.c.",,,,,
1301,1,Male,80+,86,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Oklahoma,White,,,,,,,,,,,,,,,,,,,,,,
1302,1,Female,30+,33,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PUBLIC ADMINISTRATION,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Missouri,White,,,,,,,"Justice, public order, and safety",,,,,,,,,Protective Service Occupations,"Supervisors, Protective Service Occupations","Supervisors, police and detectives",,,,
1303,1,Female,0+,2,NA (less than 5 years old),RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1304,1,Male,20+,29,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,BUSINESS AND REPAIR SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,California,White,,,,,,,Computer and data processing services .e.c.,,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers, marketing, advertising, and public relations",,,,,
1305,1,Male,20+,21,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,,,,,,,Eating and drinking places,,,,,,,,,"Administrative Support Occupations, Including Clerical","Material Recording, Scheduling, and Distributing Clerks",Expediters,,,,
1306,1,Male,30+,31,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Nevada,White,GERMAN,,,,,,Grocery stores,,,,,,,,,Sales Occupations,"Supervisors and Proprietors, Sales Occupations",,,,,
1307,1,Female,70+,75,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Ohio,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
1308,1,Female,0+,4,NA (less than 5 years old),HISPANIC CATEGORIES (INCLUDING SPAIN),SPANISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,SPANIARD,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,Spaniard,,,,,,,,,,,,,,,,,
1309,1,Female,30+,36,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,California,White,,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,Health Assessment and Treating Occupations,Therapists,Speech therapists,,,
1310,1,Female,60+,61,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,WHOLESALE TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,ITALIAN,,,,,,Nondurable Goods,Not specified wholesale trade,,,,,,,,"Administrative Support Occupations, Including Clerical",Financial Records Processing Occupations,"Bookkeepers, accounting, and auditing clerks",,,,
1311,1,Male,50+,56,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,SPANISH,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,California,White,MEXICAN,,,,,,Durable Goods,"Stone, clay, glass, and concrete products",Glass and glass products,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers and administrators, n.e.c.",,,,,
1312,1,Female,30+,33,Speaks only English,EASTERN EUROPE AND SOVIET UNION,POLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Pennsylvania,White,POLISH,,,,,,Elementary and secondary schools,,,,,,,,,"Service Occupations, Except Protective and Household",Personal Service Occupations,"Child care workers, n.e.c.",,,,
1313,1,Male,0+,3,NA (less than 5 years old),HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,Other race,MEXICAN,,,,,,,,,,,,,,,,,,,,,
1314,1,Male,0+,7,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,ITALIAN,,,,,,,,,,,,,,,,,,,,,
1315,1,Female,20+,24,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,,,,,,,Grocery stores,,,,,,,,,Sales Occupations,"Sales Workers, Retail and Personal Services",Cashiers,,,,
1316,1,Female,0+,1,NA (less than 5 years old),OTHER ASIA,CAMBODIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Massachusetts,Asian or Pacific Islander :,CAMBODIAN,,,,,,,,,,,Asian,Cambodian,,,,,,,,,
1317,1,Female,0+,8,Speaks other language,OTHER ASIA,CAMBODIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),MON-KHMER,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),Asia,Thailand,Asian or Pacific Islander :,CAMBODIAN,,,,,,,,,,,Asian,Cambodian,,,,,,,,,
1318,1,Female,70+,72,Speaks other language,OTHER ASIA,CHINESE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,CHINESE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",Asia,China,Asian or Pacific Islander :,CHINESE,,,,,,Grocery stores,,,,,Asian,Chinese,"Chinese, except Taiwanese",,Sales Occupations,"Supervisors and Proprietors, Sales Occupations",,,,,
1319,1,Female,70+,75,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),SPANISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,OTHER SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),SPANISH,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,New Mexico,White,,,,,Spanish American,,,,,,,,,,,,,,,,,
1320,1,Male,10+,15,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),PORTUGUESE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,PORTUGUESE,,,,,,,,,,,,,,,,,,,,,
1321,1,Female,60+,62,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Wisconsin,White,GERMAN,,,,,,Elementary and secondary schools,,,,,,,,,"Administrative Support Occupations, Including Clerical","Secretaries, Stenographers, and Typists",Secretaries,,,,
1322,1,Female,10+,10,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,GERMAN,,,,,,,,,,,,,,,,,,,
1323,1,Female,20+,21,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,SPANISH,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,MEXICAN,,,,,,Hospitals,,,,,,,,,Technicians and Related Support Occupations,Health Technologists and Technicians,"Health technologists and technicians, n.e.c.",,,,
1324,1,Male,0+,0,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),IRISH,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,AMERICAN INDIAN,,,,,,,,,,,,,,,,,,,
1325,1,Female,30+,31,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,SWEDISH,,,,,,,,,,,,,,,,,,,
1326,1,Female,30+,32,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",SPANISH,Other Agricultural and Related Occupations,United States,Michigan,White,MEXICAN,,,,,,"Agricultural services, n.e.c.",,,,,,,,,Related Agricultural Occupations,"Graders and sorters, agricultural products",,,,,
1327,1,Female,30+,38,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,California,White,SWEDISH,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Teachers, Except Postsecondary","Teachers, elementary school",,,,
1328,1,Female,30+,36,Speaks only English,OTHER ASIA,FILIPINO,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",Asia,Philippines,Asian or Pacific Islander :,,,,,,,"Agricultural production, livestock",,,,,Asian,Filipino,,,Precision Production Occupations,Precision Food Production Occupations,Butchers and meat cutters,,,,
1329,1,Female,20+,23,Speaks other language,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,PUBLIC ADMINISTRATION,"INDO-PACIFIC LANGUAGES, not elsewhere classified",SERVICE OCCUPATIONS,United States,California,White,,,GERMAN,,,,"Justice, public order, and safety",,,,,,,,,Protective Service Occupations,Firefighting and Fire Prevention Occupations,Firefighting occupations,,,,
1330,1,Male,30+,33,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,California,White,,,,,,,Nondurable Goods,"Printing, publishing, and allied industries",Newspaper publishing and printing,,,,,,,Precision Production Occupations,"Supervisors, production occupations",,,,,
1331,1,Female,30+,31,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1332,1,Female,10+,13,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),SPANISH,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,Other race,MEXICAN,,,,,,,,,,,,,,,,,,,,,
1333,1,Male,0+,8,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
1334,1,Female,70+,77,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),NORWEGIAN,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Texas,White,,,GERMAN,,,,,,,,,,,,,,,,,,,
1335,1,Male,70+,73,Speaks only English,EASTERN EUROPE AND SOVIET UNION,CZECHOSLOVAKIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Illinois,White,,,,,,,,,,,,,,,,,,,,,,
1336,1,Male,30+,38,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),SPANIARD,RESIDUAL AND NO RESPONSE,NOT REPORTED,SPANIARD,"AGRICULTURE, FORESTRY, AND FISHERIES",SPANISH,Farm Operators and Managers,United States,California,White,SPANIARD,,,,Spaniard,,"Agricultural production, livestock",,,,,,,,,"Managers, farms, except horticultural",,,,,,
1337,1,Female,20+,26,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),HISPANIC,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,SPANISH,"OPERATORS, FABRICATORS, AND LABORERS",United States,California,Other race,,,,,,,Grocery stores,,,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers","Freight, Stock, and Material Handlers",Stock handlers and baggers,,,,
1338,1,Female,0+,3,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),DUTCH,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,AMERICAN INDIAN,,,,,,,,,,,,,,,,,,,
1339,1,Female,80+,84,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,SWEDISH,,,,,,,,,,,,,,,,,,,,,
1340,1,Female,10+,16,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,California,White,ITALIAN,,,,,,Eating and drinking places,,,,,,,,,"Service Occupations, Except Protective and Household",Food Preparation and Service Occupations,Waiters'/waitresses' assistants,,,,
1341,1,Female,30+,31,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,,,,,,,"Real estate, including real estate-insurance offices",,,,,,,,,Technicians and Related Support Occupations,"Technologists and Technicians, Except Health","Technicians, Except Health, Engineering, and Science",Legal assistants,,,
1342,1,Female,30+,35,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1343,1,Male,10+,11,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1344,1,Female,60+,61,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,WESTERN EUROPE (EXCEPT SPAIN),SCOTCH-IRISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,SWEDISH,,,,,,Elementary and secondary schools,,,,,,,,,"Administrative Support Occupations, Including Clerical","Secretaries, Stenographers, and Typists",Secretaries,,,,
1345,1,Male,50+,55,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,California,White,GERMAN,,FRENCH,,,,Transportation,Trucking service,,,,,,,,Transportation and Material Moving Occupations,Material Moving Equipment Operators,Excavating and loading machine operators,,,,
1346,1,Female,50+,52,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,,,,,,,Insurance,,,,,,,,,"Administrative Support Occupations, Including Clerical",Adjusters and Investigators,"Insurance adjusters, examiners, and investigators",,,,
1347,1,Female,60+,64,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,ENTERTAINMENT AND RECREATION SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,American Indian,AMERICAN INDIAN,,,,,,Miscellaneous entertainment and recreation services,,,,,All other tribes,,,,"Administrative Support Occupations, Including Clerical",Financial Records Processing Occupations,Payroll and timekeeping clerks,,,,
1348,1,Male,40+,42,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,CONSTRUCTION,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,California,American Indian,AMERICAN INDIAN,,,,,,,,,,,Paiute,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers",Construction laborers,,,,,
1349,1,Female,10+,15,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,ITALIAN,,,,,,,,,,,,,,,,,,,,,
1350,1,Female,0+,0,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Idaho,White,SWEDISH,,,,,,,,,,,,,,,,,,,,,
